법령일련번호,현행연혁코드,법령명한글,법령약칭명,법령ID,공포일자,공포번호,제개정구분명,소관부처코드,소관부처명,법령구분명,공동부령정보,시행일자,자법타법여부,법령상세링크
285969,현행,배타적 경제수역에서의 외국인어업 등에 대한 주권적 권리의 행사에 관한 법률,경제수역어업주권법,000380,20260512,21637,일부개정,1192000,해양수산부,법률,,20260512,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=285969&type=HTML&mobileYn=&efYd=20260512
271175,현행,배타적 경제수역에서의 외국인어업 등에 대한 주권적 권리의 행사에 관한 법률 시행령,경제수역어업주권법 시행령,003591,20250520,35530,일부개정,1192000,해양수산부,대통령령,,20250520,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=271175&type=HTML&mobileYn=&efYd=20250520
249149,현행,배타적 경제수역에서의 외국인어업 등에 대한 주권적 권리의 행사에 관한 법률 시행규칙,경제수역어업주권법 시행규칙,007210,20230321,00593,일부개정,1192000,해양수산부,해양수산부령,,20230321,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=249149&type=HTML&mobileYn=&efYd=20230321
192674,현행,배타적경제수역에서의외국인어업제한위반선박등에대한사법절차에관한규칙,,007211,20170321,00893,일부개정,1270000,법무부,법무부령,,20170321,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=192674&type=HTML&mobileYn=&efYd=20170321
277177,현행,백두대간 보호에 관한 법률,백두대간법,009588,20251001,21065,타법개정,"1400000,1482000","기후에너지환경부,산림청",법률,,20251001,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=277177&type=HTML&mobileYn=&efYd=20251001
287127,현행,백두대간 보호에 관한 법률 시행령,백두대간법 시행령,009835,20260623,36423,타법개정,"1400000,1482000","기후에너지환경부,산림청",대통령령,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287127&type=HTML&mobileYn=&efYd=20260701
103863,현행,벌금 등 임시조치법,,001146,20100324,10179,일부개정,1270000,법무부,법률,,20100324,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=103863&type=HTML&mobileYn=&efYd=20100324
92106,현행,벌금 미납자의 사회봉사 집행에 관한 특례법,벌금미납자법,010944,20090325,09523,제정,1270000,법무부,법률,,20090926,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=92106&type=HTML&mobileYn=&efYd=20090926
213153,현행,벌금 미납자의 사회봉사 집행에 관한 특례법 시행령,벌금미납자법 시행령,011032,20200107,30322,일부개정,1270000,법무부,대통령령,,20200107,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=213153&type=HTML&mobileYn=&efYd=20200107
95035,현행,벌금 미납자의 사회봉사 집행에 관한 특례법 시행규칙,벌금미납자법 시행규칙,011034,20090626,00672,제정,1270000,법무부,법무부령,,20090926,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=95035&type=HTML&mobileYn=&efYd=20090926
287473,현행,범죄대응ㆍ수사 등 국제공조 등을 위한 개인정보의 국외 이전에 관한 규정,,015163,20260630,36463,제정,1741000,행정안전부,대통령령,,20260707,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287473&type=HTML&mobileYn=&efYd=20260707
238751,현행,범죄수익은닉의 규제 및 처벌 등에 관한 법률,범죄수익은닉규제법,009245,20220104,18672,일부개정,1270000,법무부,법률,,20220104,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=238751&type=HTML&mobileYn=&efYd=20220104
229499,현행,범죄수익은닉의 규제 및 처벌 등에 관한 법률 시행령,범죄수익은닉규제법 시행령,012060,20210217,31453,타법개정,1270000,법무부,대통령령,,20210217,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=229499&type=HTML&mobileYn=&efYd=20210217
228087,현행,범죄인 인도법,,001112,20210105,17827,일부개정,1270000,법무부,법률,,20210105,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=228087&type=HTML&mobileYn=&efYd=20210105
81087,현행,범죄인인도법에의한인도심사등의절차에관한규칙,,005781,20071029,02106,타법개정,9740000,대법원,대법원규칙,,20080101,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=81087&type=HTML&mobileYn=&efYd=20080101
276279,현행,범죄피해자보호기금법,범죄피해자기금법,011199,20251001,21065,타법개정,1270000,법무부,법률,,20260102,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=276279&type=HTML&mobileYn=&efYd=20260102
280985,현행,범죄피해자보호기금법 시행령,범죄피해자기금법 시행령,011307,20251230,35947,타법개정,1270000,법무부,대통령령,,20260102,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=280985&type=HTML&mobileYn=&efYd=20260102
265339,현행,범죄피해자 보호법,,010109,20240920,20433,일부개정,1270000,법무부,법률,,20250321,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=265339&type=HTML&mobileYn=&efYd=20250321
283967,현행,범죄피해자 보호법 시행령,,010201,20260310,36164,일부개정,1270000,법무부,대통령령,,20260310,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=283967&type=HTML&mobileYn=&efYd=20260310
284495,현행,범죄피해자 보호법 시행규칙,,010207,20260311,01110,일부개정,1270000,법무부,법무부령,,20260311,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=284495&type=HTML&mobileYn=&efYd=20260311
283811,현행,법관 및 법원공무원 명예퇴직수당 등 지급규칙,,005783,20260303,03248,일부개정,9740000,대법원,대법원규칙,,20260303,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=283811&type=HTML&mobileYn=&efYd=20260303
286687,현행,법관 및 법원공무원수당 등에 관한 규칙,,005784,20260605,03258,일부개정,9740000,대법원,대법원규칙,,20260605,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=286687&type=HTML&mobileYn=&efYd=20260605
244555,현행,법관 및 법원공무원 행동강령,,010733,20220905,03064,일부개정,9740000,대법원,대법원규칙,,20220905,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=244555&type=HTML&mobileYn=&efYd=20220905
207616,현행,"법관, 사법보좌관 및 법원사무관등의 법복에 관한 규칙",,005785,20190129,02825,일부개정,9740000,대법원,대법원규칙,,20190129,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=207616&type=HTML&mobileYn=&efYd=20190129
74040,현행,법관윤리강령,,005789,20060525,02021,타법개정,9740000,대법원,대법원규칙,,20060525,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=74040&type=HTML&mobileYn=&efYd=20060525
88995,현행,법관의 국제기구 파견 등에 관한 규칙,,010847,20080926,02193,제정,9740000,대법원,대법원규칙,,20080926,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=88995&type=HTML&mobileYn=&efYd=20080926
283723,현행,법관의 보수에 관한 규칙,,005786,20260303,03249,일부개정,9740000,대법원,대법원규칙,,20260303,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=283723&type=HTML&mobileYn=&efYd=20260303
121952,현행,법관의 보수에 관한 법률,법관보수법,001294,20120117,11159,일부개정,1270000,법무부,법률,,20120418,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=121952&type=HTML&mobileYn=&efYd=20120418
181262,현행,법관의 사법행정 참여를 위한 규칙,,012504,20160219,02647,제정,9740000,대법원,대법원규칙,,20160219,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=181262&type=HTML&mobileYn=&efYd=20160219
287465,현행,법관의 승급기준에 관한 규칙,,005782,20260625,03267,일부개정,9740000,대법원,대법원규칙,,20260625,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287465&type=HTML&mobileYn=&efYd=20260625
32988,현행,법관이관여할수없는직무등에관한규칙,,005794,19880323,01004,타법개정,9740000,대법원,대법원규칙,,19880323,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=32988&type=HTML&mobileYn=&efYd=19880323
269593,현행,법관인사규칙,,011308,20250228,03207,일부개정,9740000,대법원,대법원규칙,,20250228,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=269593&type=HTML&mobileYn=&efYd=20250228
158511,현행,법관인사위원회 규칙,,005795,20140806,02550,일부개정,9740000,대법원,대법원규칙,,20140806,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=158511&type=HTML&mobileYn=&efYd=20140806
229011,현행,법관징계규칙,,005796,20210129,02956,일부개정,9740000,대법원,대법원규칙,,20210209,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=229011&type=HTML&mobileYn=&efYd=20210209
238919,현행,법관징계법,,001293,20220104,18720,일부개정,9740000,대법원,법률,,20220705,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=238919&type=HTML&mobileYn=&efYd=20220705
86411,현행,법교육지원법,,010721,20080328,08992,제정,1270000,법무부,법률,,20080629,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=86411&type=HTML&mobileYn=&efYd=20080629
277655,현행,법교육지원법 시행령,,010835,20251001,35811,타법개정,1270000,법무부,대통령령,,20251001,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=277655&type=HTML&mobileYn=&efYd=20251001
204777,현행,법령 등 공포에 관한 법률,법령공포법,001430,20181016,15798,일부개정,"1170000,1741000","법제처,행정안전부",법률,,20181016,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=204777&type=HTML&mobileYn=&efYd=20181016
219403,현행,법령정보의 관리 및 제공에 관한 법률,법령정보법,013789,20200609,17468,제정,1170000,법제처,법률,,20201210,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=219403&type=HTML&mobileYn=&efYd=20201210
273657,현행,법령정보의 관리 및 제공에 관한 법률 시행령,법령정보법 시행령,013886,20250909,35736,타법개정,1170000,법제처,대통령령,,20251002,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=273657&type=HTML&mobileYn=&efYd=20251002
239375,현행,법률구조법,,001270,20220111,18755,타법개정,1270000,법무부,법률,,20230112,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=239375&type=HTML&mobileYn=&efYd=20230112
242387,현행,법률구조법 시행령,,003596,20220509,32635,타법개정,1270000,법무부,대통령령,,20220818,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=242387&type=HTML&mobileYn=&efYd=20220818
250191,현행,법률구조법 시행규칙,,007215,20230417,01049,일부개정,1270000,법무부,법무부령,,20230417,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=250191&type=HTML&mobileYn=&efYd=20230417
264971,현행,법률 제16500호 택시운송사업의 발전에 관한 법률 일부개정법률의 시행일에 관한 규정,,014723,20240820,34848,제정,1613000,국토교통부,대통령령,,20240820,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=264971&type=HTML&mobileYn=&efYd=20240820
222287,현행,법률 제16908호 검찰청법 일부개정법률 및 법률 제16924호 형사소송법 일부개정법률의 시행일에 관한 규정,,013873,20201007,31091,제정,1270000,법무부,대통령령,,20201007,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=222287&type=HTML&mobileYn=&efYd=20201007
210844,현행,법률지원단의 구성 및 운영에 관한 규칙,,013596,20191017,00191,제정,1342000,교육부,교육부령,,20191017,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=210844&type=HTML&mobileYn=&efYd=20191017
217629,현행,법무부감찰위원회 규정,,009958,20200428,30632,일부개정,1270000,법무부,대통령령,,20200428,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=217629&type=HTML&mobileYn=&efYd=20200428
193053,현행,법무부 소관 비영리법인의 설립 및 감독에 관한 규칙,,007225,20170330,00898,일부개정,1270000,법무부,법무부령,,20170330,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=193053&type=HTML&mobileYn=&efYd=20170330
287551,현행,법무부와 그 소속기관 직제,,003602,20260630,36455,일부개정,"1270000,1741000","법무부,행정안전부",대통령령,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287551&type=HTML&mobileYn=&efYd=20260701
287741,현행,법무부와 그 소속기관 직제 시행규칙,,007223,20260630,01119,일부개정,1270000,법무부,법무부령,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287741&type=HTML&mobileYn=&efYd=20260701
261629,현행,법무사규칙,,005797,20240328,03143,일부개정,9740000,대법원,대법원규칙,,20240328,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=261629&type=HTML&mobileYn=&efYd=20240328
257211,현행,법무사법,,001291,20231226,19841,타법개정,1270000,법무부,법률,,20241227,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=257211&type=HTML&mobileYn=&efYd=20241227
240099,현행,법무자문위원회규정,,003605,20220203,32381,일부개정,1270000,법무부,대통령령,,20220203,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=240099&type=HTML&mobileYn=&efYd=20220203
240013,현행,법무자문위원회 운영규칙,,007228,20220203,01021,일부개정,1270000,법무부,법무부령,,20220203,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=240013&type=HTML&mobileYn=&efYd=20220203
278657,현행,법무장교의 선발에 관한 규칙,,012156,20251001,01190,일부개정,1290000,국방부,국방부령,,20251001,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=278657&type=HTML&mobileYn=&efYd=20251001
260651,현행,법원감사규칙,,005798,20240222,03135,전부개정,9740000,대법원,대법원규칙,,20240301,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=260651&type=HTML&mobileYn=&efYd=20240301
265115,현행,법원 감사위원회 규칙,,012284,20240829,03161,일부개정,9740000,대법원,대법원규칙,,20240829,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=265115&type=HTML&mobileYn=&efYd=20240829
254593,현행,법원 개인정보 보호에 관한 규칙,,011489,20230831,03109,일부개정,9740000,대법원,대법원규칙,,20240315,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=254593&type=HTML&mobileYn=&efYd=20240315
278653,현행,법원 공공데이터의 제공 및 이용 활성화에 관한 규칙,,014933,20250926,03228,제정,9740000,대법원,대법원규칙,,20250926,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=278653&type=HTML&mobileYn=&efYd=20250926
166313,현행,법원공무원교육원규칙,,005802,20141230,02572,일부개정,9740000,대법원,대법원규칙,,20141230,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=166313&type=HTML&mobileYn=&efYd=20141230
288027,현행,법원공무원규칙,,005805,20260708,03269,일부개정,9740000,대법원,대법원규칙,,20260708,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=288027&type=HTML&mobileYn=&efYd=20260708
273615,현행,법원공무원 여비 규칙,,005811,20250901,03223,일부개정,9740000,대법원,대법원규칙,,20250901,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=273615&type=HTML&mobileYn=&efYd=20250901
147633,현행,법원공무원의 구분 변경에 따른 전직임용 등에 관한 특례규칙,,011945,20131210,02509,제정,9740000,대법원,대법원규칙,,20131212,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=147633&type=HTML&mobileYn=&efYd=20131212
287397,현행,법원공무원 정원에 관한 규칙,,005809,20260625,03262,일부개정,9740000,대법원,대법원규칙,,20260625,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287397&type=HTML&mobileYn=&efYd=20260625
149249,현행,법원공무원직장협의회규칙,,005812,20131231,02512,타법개정,9740000,대법원,대법원규칙,,20140101,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=149249&type=HTML&mobileYn=&efYd=20140101
283119,현행,법원공무원 평정규칙,,005815,20260202,03246,일부개정,9740000,대법원,대법원규칙,,20260202,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=283119&type=HTML&mobileYn=&efYd=20260202
285841,현행,법원공용차량 관리규칙,,005817,20260506,03255,일부개정,9740000,대법원,대법원규칙,,20260506,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=285841&type=HTML&mobileYn=&efYd=20260506
242039,현행,법원기능연속성계획 수립 및 시행에 관한 규칙,,014277,20220429,03047,제정,9740000,대법원,대법원규칙,,20220429,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=242039&type=HTML&mobileYn=&efYd=20220429
280741,현행,법원기록물 관리규칙,,009911,20251224,03235,일부개정,9740000,대법원,대법원규칙,,20251224,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=280741&type=HTML&mobileYn=&efYd=20251224
283135,현행,법원당직 및 비상근무규칙,,005823,20260129,03243,일부개정,9740000,대법원,대법원규칙,,20260129,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=283135&type=HTML&mobileYn=&efYd=20260129
283809,현행,법원도서관규칙,,005824,20260303,03247,일부개정,9740000,대법원,대법원규칙,,20260303,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=283809&type=HTML&mobileYn=&efYd=20260303
225431,현행,법원별정직공무원규칙,,005826,20201228,02945,일부개정,9740000,대법원,대법원규칙,,20201228,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=225431&type=HTML&mobileYn=&efYd=20201228
287467,현행,법원보관금취급규칙,,005827,20260625,03263,일부개정,9740000,대법원,대법원규칙,,20260625,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287467&type=HTML&mobileYn=&efYd=20260625
166321,현행,"법원보안관리대의 설치, 조직 및 분장사무 등에 관한 규칙",,010105,20141230,02579,타법개정,9740000,대법원,대법원규칙,,20141230,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=166321&type=HTML&mobileYn=&efYd=20141230
267867,현행,법원사무관리규칙,,005829,20241231,03185,일부개정,9740000,대법원,대법원규칙,,20250203,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=267867&type=HTML&mobileYn=&efYd=20250203
286685,현행,법원사무기구에 관한 규칙,,005833,20260605,03257,일부개정,9740000,대법원,대법원규칙,,20260605,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=286685&type=HTML&mobileYn=&efYd=20260605
71604,현행,법원운영계획규칙,,005837,20050706,01947,타법개정,9740000,대법원,대법원규칙,,20050801,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=71604&type=HTML&mobileYn=&efYd=20050801
283267,현행,법원이 재판권을 가지는 군인 등의 범죄에 대한 수사절차 등에 관한 규정,,014248,20260210,36082,일부개정,1290000,국방부,대통령령,,20260210,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=283267&type=HTML&mobileYn=&efYd=20260210
239155,현행,법원인사사무규칙,,005840,20211231,03023,일부개정,9740000,대법원,대법원규칙,,20211231,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=239155&type=HTML&mobileYn=&efYd=20211231
103864,현행,법원재난에 기인한 민형사사건 임시조치법,법원재난법,001220,20100324,10180,일부개정,9740000,대법원,법률,,20100324,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=103864&type=HTML&mobileYn=&efYd=20100324
254625,현행,법원재판사무 처리규칙,,005844,20230831,03104,일부개정,9740000,대법원,대법원규칙,,20231019,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=254625&type=HTML&mobileYn=&efYd=20231019
232369,현행,법원정보공개규칙,,005847,20210527,02987,일부개정,9740000,대법원,대법원규칙,,20210623,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=232369&type=HTML&mobileYn=&efYd=20210623
233435,현행,법원조사관 등 규칙,,009548,20210628,02991,일부개정,9740000,대법원,대법원규칙,,20210628,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=233435&type=HTML&mobileYn=&efYd=20210628
284023,현행,법원조직법,,001710,20260312,21451,일부개정,9740000,대법원,법률,,20260312,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=284023&type=HTML&mobileYn=&efYd=20260312
217857,현행,법원 청사 건축설계 심사에 관한 규칙,,005852,20200501,02892,일부개정,9740000,대법원,대법원규칙,,20200501,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=217857&type=HTML&mobileYn=&efYd=20200501
217859,현행,법원청사건축심의위원회규칙,,005853,20200501,02893,일부개정,9740000,대법원,대법원규칙,,20200501,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=217859&type=HTML&mobileYn=&efYd=20200501
245685,현행,법원청원규칙,,014239,20221201,03077,일부개정,9740000,대법원,대법원규칙,,20221223,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=245685&type=HTML&mobileYn=&efYd=20221223
83084,현행,법원통계규칙,,005854,20080218,02156,전부개정,9740000,대법원,대법원규칙,,20080218,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=83084&type=HTML&mobileYn=&efYd=20080218
211317,현행,법원 행정전자서명 인증업무에 관한 규칙,,009957,20191106,02865,일부개정,9740000,대법원,대법원규칙,,20191106,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=211317&type=HTML&mobileYn=&efYd=20191106
161926,현행,법원행정처소관 비영리법인의 설립 및 감독에 관한 규칙,,010210,20141106,02563,일부개정,9740000,대법원,대법원규칙,,20141106,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=161926&type=HTML&mobileYn=&efYd=20141106
209848,현행,법원행정처 행정심판규칙,,005857,20190704,02853,일부개정,9740000,대법원,대법원규칙,,20190704,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=209848&type=HTML&mobileYn=&efYd=20190704
279347,현행,법인 및 재외국민의 부동산등기용등록번호 부여에 관한 규칙,,005861,20251031,03230,일부개정,9740000,대법원,대법원규칙,,20251103,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=279347&type=HTML&mobileYn=&efYd=20251103
280349,현행,법인세법,,001563,20251223,21217,일부개정,1053000,재정경제부,법률,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=280349&type=HTML&mobileYn=&efYd=20260701
283635,현행,법인세법 시행령,,003608,20260227,36130,일부개정,1053000,재정경제부,대통령령,,20260227,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=283635&type=HTML&mobileYn=&efYd=20260227
287787,현행,법인세법 시행규칙,,007229,20260701,00037,일부개정,1053000,재정경제부,재정경제부령,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287787&type=HTML&mobileYn=&efYd=20260701
246561,현행,법인 아닌 사단ㆍ재단 및 외국인의 부동산등기용 등록번호 부여절차에 관한 규정,,003610,20221227,33114,타법개정,"1270000,1613000","국토교통부,법무부",대통령령,,20230101,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=246561&type=HTML&mobileYn=&efYd=20230101
247035,현행,법인 아닌 사단ㆍ재단 및 외국인의 부동산등기용 등록번호 부여절차에 관한 규정 시행규칙,,007230,20221227,01041,일부개정,"1270000,1613000","국토교통부,법무부",법무부령,,20221227,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=247035&type=HTML&mobileYn=&efYd=20221227
266773,현행,법인의 등기사항 등에 관한 특례규칙,,005859,20241129,03172,일부개정,9740000,대법원,대법원규칙,,20250131,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=266773&type=HTML&mobileYn=&efYd=20250131
265341,현행,법인의 등기사항 등에 관한 특례법,법인등기법,001184,20240920,20434,일부개정,1270000,법무부,법률,,20250131,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=265341&type=HTML&mobileYn=&efYd=20250131
228993,현행,법정등의질서유지를위한재판에관한규칙,,005864,20210129,02949,타법개정,9740000,대법원,대법원규칙,,20210129,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=228993&type=HTML&mobileYn=&efYd=20210129
196523,현행,법정 방청 및 촬영 등에 관한 규칙,,005865,20170804,02751,일부개정,9740000,대법원,대법원규칙,,20170804,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=196523&type=HTML&mobileYn=&efYd=20170804
208326,현행,법정 좌석에 관한 규칙,,005720,20190404,02840,일부개정,9740000,대법원,대법원규칙,,20190404,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=208326&type=HTML&mobileYn=&efYd=20190404
285173,현행,법제업무 운영규정,,003613,20260331,36233,일부개정,1170000,법제처,대통령령,,20260331,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=285173&type=HTML&mobileYn=&efYd=20260331
282265,현행,법제업무 운영규정 시행규칙,,007231,20251230,02069,일부개정,1170000,법제처,총리령,,20260102,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=282265&type=HTML&mobileYn=&efYd=20260102
175613,현행,법제처 소관 비영리법인의 설립 및 감독에 관한 규칙,,007232,20151015,01198,전부개정,1170000,법제처,총리령,,20151015,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=175613&type=HTML&mobileYn=&efYd=20151015
285773,현행,법제처 직제,,003616,20260506,36295,일부개정,"1170000,1741000","법제처,행정안전부",대통령령,,20260506,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=285773&type=HTML&mobileYn=&efYd=20260506
287369,현행,법제처 직제 시행규칙,,007233,20260619,02122,일부개정,1170000,법제처,총리령,,20260619,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287369&type=HTML&mobileYn=&efYd=20260619
230373,현행,법학전문대학원 설치ㆍ운영에 관한 법률,법학전문대학원법,010490,20210323,17954,타법개정,1342000,교육부,법률,,20210323,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=230373&type=HTML&mobileYn=&efYd=20210323
269723,현행,법학전문대학원 설치ㆍ운영에 관한 법률 시행령,법학전문대학원법 시행령,010531,20250312,35382,타법개정,1342000,교육부,대통령령,,20250312,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=269723&type=HTML&mobileYn=&efYd=20250312
252977,현행,베트남 및 인도산 페로실리코망간에 대한 덤핑방지관세 부과에 관한 규칙,,014484,20230721,01007,제정,1053000,재정경제부,기획재정부령,,20230721,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=252977&type=HTML&mobileYn=&efYd=20230721
139904,현행,베트남 법원연수원 역량강화사업 기술용역계약에 따른 용역비 취급규칙,,011849,20130501,02464,제정,9740000,대법원,대법원규칙,,20130501,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=139904&type=HTML&mobileYn=&efYd=20130501
272835,현행,베트남산 스테인리스강 냉간압연에 대한 덤핑방지관세 부과에 관한 규칙,,014901,20250711,01129,제정,1053000,재정경제부,기획재정부령,,20250711,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=272835&type=HTML&mobileYn=&efYd=20250711
263817,현행,베트남산 합판에 대한 덤핑방지관세 부과에 관한 규칙,,014687,20240702,01076,제정,1053000,재정경제부,기획재정부령,,20240702,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=263817&type=HTML&mobileYn=&efYd=20240702
284081,현행,벤처기업육성에 관한 특별법,벤처기업법,001471,20260305,21447,타법개정,1421000,중소벤처기업부,법률,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=284081&type=HTML&mobileYn=&efYd=20260701
287501,현행,벤처기업육성에 관한 특별법 시행령,벤처기업법 시행령,003617,20260630,36480,일부개정,1421000,중소벤처기업부,대통령령,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287501&type=HTML&mobileYn=&efYd=20260701
263983,현행,벤처기업육성에 관한 특별법 시행규칙,벤처기업법 시행규칙,007234,20240710,00088,일부개정,1421000,중소벤처기업부,중소벤처기업부령,,20240710,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=263983&type=HTML&mobileYn=&efYd=20240710
281983,현행,벤처투자 촉진에 관한 법률,벤처투자법,013679,20251230,21287,일부개정,1421000,중소벤처기업부,법률,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=281983&type=HTML&mobileYn=&efYd=20260701
287503,현행,벤처투자 촉진에 관한 법률 시행령,벤처투자법 시행령,013828,20260630,36481,일부개정,1421000,중소벤처기업부,대통령령,,20260701,,/DRF/lawService.do?OC=39.127.142.159&target=law&MST=287503&type=HTML&mobileYn=&efYd=20260701
